Drug name	STITCH ID	Phase	Drug status	Smiles	Level 1 ATC Codes
prednisolone	CIDs00005755	Phase 4	approved	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	S - SENSORY ORGANS | D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM | D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM | C - CARDIOVASCULAR SYSTEM | S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM | H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS | A - ALIMENTARY TRACT AND METABOLISM | S - SENSORY ORGANS | S - SENSORY ORGANS
estriol	CIDs00005756	Phase 4	approved	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O	G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES
estradiol	CIDs00005757	Phase 4	approved	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES
lysergic acid diethylamide	CIDs00005761	Phase 2	unapproved	CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	
reserpine	CIDs00005770	Phase 4	approved	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC	C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM
phentolamine	CIDs00005775	Phase 4	approved	Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1	C - CARDIOVASCULAR SYSTEM | V - VARIOUS
sorbitol	CIDs00005780	Phase 4	approved	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	V - VARIOUS | B - BLOOD AND BLOOD FORMING ORGANS | A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM
thymidine	CIDs00005789	Phase 2	unapproved	Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	
glucose	CIDs00005793	Phase 4	approved	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	B - BLOOD AND BLOOD FORMING ORGANS | C - CARDIOVASCULAR SYSTEM | V - VARIOUS | V - VARIOUS
TRIAC	CIDs00005803	Phase 2	unapproved	O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS | D - DERMATOLOGICALS
epinephrine	CIDs00005815	Phase 4	approved	CNC[C@H](O)c1ccc(O)c(O)c1	R - RESPIRATORY SYSTEM | S - SENSORY ORGANS | R - RESPIRATORY SYSTEM | B - BLOOD AND BLOOD FORMING ORGANS | S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM | C - CARDIOVASCULAR SYSTEM | R - RESPIRATORY SYSTEM
thyroxine	CIDs00005819	Phase 4	approved	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O	
d-amphetamine	CIDs00005825	Phase 4	approved	C[C@H](N)Cc1ccccc1	N - NERVOUS SYSTEM
norethisterone acetate	CIDs00005832	Phase 4	approved	C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	
spironolactone	CIDs00005833	Phase 4	approved	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21	C - CARDIOVASCULAR SYSTEM
aldosterone	CIDs00005839	Phase 1	unapproved	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
pentolinium	CIDs00005849	Phase 4	approved	C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1	
D-penicillamine	CIDs00005852	Phase 4	approved	CC(C)(S)[C@@H](N)C(=O)O	M - MUSCULO-SKELETAL SYSTEM
metrifonate	CIDs00005853	Phase 4	approved	COP(=O)(OC)C(O)C(Cl)(Cl)Cl	P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
lynestrenol	CIDs00005857	Phase 3	unapproved	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C	G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES
cystein	CIDs00005862	Phase 4	approved	N[C@@H](CS)C(=O)O	
prednisone	CIDs00005865	Phase 4	approved	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	A - ALIMENTARY TRACT AND METABOLISM | H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
estrone	CIDs00005870	Phase 4	approved	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES
demethyl	CIDs00005877	Phase 4	approved	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	
oxandrolone	CIDs00005878	Phase 4	approved	C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	A - ALIMENTARY TRACT AND METABOLISM
DHEA	CIDs00005881	Phase 4	approved	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O	A - ALIMENTARY TRACT AND METABOLISM | G - GENITO URINARY SYSTEM AND SEX HORMONES
penicillin G	CIDs00005904	Phase 4	approved	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O	J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS
IUdR	CIDs00005905	Phase 4	approved	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I	D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS
metaraminol	CIDs00005906	Phase 4	approved	C[C@H](N)[C@H](O)c1cccc(O)c1	C - CARDIOVASCULAR SYSTEM
pilocarpine	CIDs00005909	Phase 4	approved	CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C	N - NERVOUS SYSTEM | S - SENSORY ORGANS | S - SENSORY ORGANS
pentylenetetrazol	CIDs00005917	Phase 2	unapproved	C1CCc2nnnn2CC1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
3,4-diaminopyridine	CIDs00005918	Phase 4	approved	Nc1ccncc1N	N - NERVOUS SYSTEM
3,5,3'-triiodothyronine	CIDs00005920	Phase 4	approved	N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	
diisopropylfluorophosphate (DFP	CIDs00005936	Phase 4	approved	CC(C)OP(=O)(F)OC(C)C	S - SENSORY ORGANS
cantharidin	CIDs00005944	Phase 4	approved	C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1	
D-serine	CIDs00005951	Phase 3	unapproved	N[C@@H](CO)C(=O)O	
deoxycorticosterone acetate	CIDs00005952	Phase 4	approved	CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
MgATP	CIDs00005957	Phase 2	unapproved	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	
chloramphenicol	CIDs00005959	Phase 4	approved	O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	S - SENSORY ORGANS | S - SENSORY ORGANS | D - DERMATOLOGICALS | G - GENITO URINARY SYSTEM AND SEX HORMONES | S - SENSORY ORGANS | D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE
aspartic acid	CIDs00005960	Phase 3	unapproved	N[C@@H](CC(=O)O)C(=O)O	
glutamine	CIDs00005961	Phase 4	approved	NC(=O)CC[C@H](N)C(=O)O	A - ALIMENTARY TRACT AND METABOLISM
lysine	CIDs00005962	Phase 4	approved	NCCCC[C@H](N)C(=O)O	B - BLOOD AND BLOOD FORMING ORGANS
demecarium bromide	CIDs00005965	Phase 4	approved	CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1	S - SENSORY ORGANS
chloretone	CIDs00005977	Phase 4	approved	CC(C)(O)C(Cl)(Cl)Cl	A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM
physostigmine	CIDs00005983	Phase 4	approved	CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C	S - SENSORY ORGANS | V - VARIOUS
sucrose	CIDs00005988	Phase 4	approved	OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	
ethynylestradiol	CIDs00005991	Phase 4	approved	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C	L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS | G - GENITO URINARY SYSTEM AND SEX HORMONES
progesterone	CIDs00005994	Phase 4	approved	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	G - GENITO URINARY SYSTEM AND SEX HORMONES
testosterone propionate	CIDs00005995	Phase 4	approved	CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	G - GENITO URINARY SYSTEM AND SEX HORMONES
cholesterol	CIDs00005997	Phase 4	approved	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	
curare	CIDs00006000	Phase 4	approved	COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C	M - MUSCULO-SKELETAL SYSTEM
apomorphine	CIDs00006005	Phase 4	approved	CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3	N - NERVOUS SYSTEM | G - GENITO URINARY SYSTEM AND SEX HORMONES
folinic acid	CIDs00006006	Phase 4	approved	Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O	
aminopyrine	CIDs00006009	Phase 4	approved	Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	N - NERVOUS SYSTEM | N - NERVOUS SYSTEM | N - NERVOUS SYSTEM
17alpha-methyltestosterone	CIDs00006010	Phase 4	approved	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES
testosterone	CIDs00006013	Phase 4	approved	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O	G - GENITO URINARY SYSTEM AND SEX HORMONES
tetrabenazine	CIDs00006018	Phase 4	approved	COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2	N - NERVOUS SYSTEM
inosine	CIDs00006021	Phase 3	unapproved	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	D - DERMATOLOGICALS | G - GENITO URINARY SYSTEM AND SEX HORMONES | S - SENSORY ORGANS
cephalothin	CIDs00006024	Phase 4	approved	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1	J - ANTIINFECTIVES FOR SYSTEMIC USE
uridine	CIDs00006029	Phase 3	unapproved	O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	
kanamycin	CIDs00006032	Phase 4	approved	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM
BrdUrd	CIDs00006035	Phase 2	unapproved	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br	
galactoside	CIDs00006036	Phase 1	unapproved	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	
folate	CIDs00006037	Phase 4	approved	Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1	V - VARIOUS | B - BLOOD AND BLOOD FORMING ORGANS | B - BLOOD AND BLOOD FORMING ORGANS
phenylephrine	CIDs00006041	Phase 4	approved	CNC[C@H](O)c1cccc(O)c1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM | S - SENSORY ORGANS | S - SENSORY ORGANS | C - CARDIOVASCULAR SYSTEM | S - SENSORY ORGANS | R - RESPIRATORY SYSTEM
levodopa	CIDs00006047	Phase 4	approved	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O	N - NERVOUS SYSTEM
tyrosine	CIDs00006057	Phase 4	approved	N[C@@H](Cc1ccc(O)cc1)C(=O)O	
cysteamine	CIDs00006058	Phase 4	approved	NCCS	A - ALIMENTARY TRACT AND METABOLISM | S - SENSORY ORGANS
mepazine	CIDs00006075	Phase 4	approved	CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1	
methoxamine	CIDs00006081	Phase 4	approved	COc1ccc(OC)c(C(O)C(C)N)c1	C - CARDIOVASCULAR SYSTEM
adenosine monophosphate	CIDs00006083	Phase 4	approved	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	
methicillin	CIDs00006087	Phase 4	approved	COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12	J - ANTIINFECTIVES FOR SYSTEMIC USE
cloxacillin	CIDs00006098	Phase 4	approved	Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12	J - ANTIINFECTIVES FOR SYSTEMIC USE
leucine	CIDs00006106	Phase 3	unapproved	CC(C)C[C@H](N)C(=O)O	
diphemanil	CIDs00006126	Phase 4	approved	C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1	A - ALIMENTARY TRACT AND METABOLISM
carbaryl	CIDs00006129	Phase 4	approved	CNC(=O)Oc1cccc2ccccc12	
uridine 5'-triphosphate	CIDs00006133	Phase 3	unapproved	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	
lactose	CIDs00006134	Phase 3	unapproved	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	
methionine	CIDs00006137	Phase 4	approved	CSCC[C@H](N)C(=O)O	V - VARIOUS
phenylalanine	CIDs00006140	Phase 3	unapproved	N[C@@H](Cc1ccccc1)C(=O)O	
colchicine	CIDs00006167	Phase 4	approved	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2	M - MUSCULO-SKELETAL SYSTEM
yohimbine	CIDs00006169	Phase 4	approved	COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21	G - GENITO URINARY SYSTEM AND SEX HORMONES
cytidine	CIDs00006175	Phase 2	unapproved	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	
oxacillin	CIDs00006196	Phase 4	approved	Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12	J - ANTIINFECTIVES FOR SYSTEMIC USE
psoralen	CIDs00006199	Phase 1	unapproved	O=c1ccc2cc3ccoc3cc2o1	
chloroform	CIDs00006212	Phase 4	approved	ClC(Cl)Cl	N - NERVOUS SYSTEM
fluocinolone acetonide	CIDs00006215	Phase 4	approved	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	S - SENSORY ORGANS | S - SENSORY ORGANS | D - DERMATOLOGICALS | C - CARDIOVASCULAR SYSTEM
Milli	CIDs00006230	Phase 4	approved	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES
norethynodrel	CIDs00006231	Phase 4	approved	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C	
cycloserine	CIDs00006234	Phase 4	approved	N[C@@H]1CONC1=O	J - ANTIINFECTIVES FOR SYSTEMIC USE
17-hydroxyprogesterone	CIDs00006238	Phase 2	unapproved	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	
ampicillin	CIDs00006249	Phase 4	approved	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O	J - ANTIINFECTIVES FOR SYSTEMIC USE | J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS
mannitol	CIDs00006251	Phase 4	approved	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	B - BLOOD AND BLOOD FORMING ORGANS | B - BLOOD AND BLOOD FORMING ORGANS | A - ALIMENTARY TRACT AND METABOLISM | R - RESPIRATORY SYSTEM | V - VARIOUS
D-maltose	CIDs00006255	Phase 3	unapproved	OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	
ornithine	CIDs00006262	Phase 3	unapproved	NCCC[C@H](N)C(=O)O	
tosylamido	CIDs00006269	Phase 3	unapproved	Cc1ccc(S(N)(=O)=O)cc1	
histidine	CIDs00006274	Phase 2	unapproved	N[C@@H](Cc1c[nH]cn1)C(=O)O	
1,1,1-trichloroethane	CIDs00006278	Phase 4	approved	CC(Cl)(Cl)Cl	
progestins	CIDs00006279	Phase 4	approved	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS | G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES
L-valine	CIDs00006287	Phase 1	unapproved	CC(C)[C@H](N)C(=O)O	
Threonine	CIDs00006288	Phase 1	unapproved	C[C@@H](O)[C@H](N)C(=O)O	
mestranol	CIDs00006291	Phase 4	approved	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C	
methandrostenolone	CIDs00006300	Phase 4	approved	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	D - DERMATOLOGICALS | A - ALIMENTARY TRACT AND METABOLISM
cordycepin	CIDs00006303	Phase 1	unapproved	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O	
tryptophan	CIDs00006305	Phase 4	approved	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	N - NERVOUS SYSTEM
isoleucine	CIDs00006306	Phase 2	unapproved	CC[C@H](C)[C@H](N)C(=O)O	
quinethazone	CIDs00006307	Phase 4	approved	CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1	C - CARDIOVASCULAR SYSTEM
ethylene	CIDs00006325	Phase 3	unapproved	C=C	
vinyl chloride	CIDs00006338	Phase 4	approved	C=CCl	
trichloroacetic acid	CIDs00006421	Phase 4	approved	O=C(O)C(Cl)(Cl)Cl	
triamcinolone acetonide	CIDs00006436	Phase 4	approved	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	
fluoxymesterone	CIDs00006446	Phase 4	approved	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	G - GENITO URINARY SYSTEM AND SEX HORMONES
butobarbital	CIDs00006473	Phase 4	approved	CCCCC1(CC)C(=O)NC(=O)NC1=O	N - NERVOUS SYSTEM
methsuximide	CIDs00006476	Phase 4	approved	CN1C(=O)CC(C)(c2ccccc2)C1=O	N - NERVOUS SYSTEM
Tris-HCl	CIDs00006503	Phase 4	approved	NC(CO)(CO)CO	B - BLOOD AND BLOOD FORMING ORGANS | B - BLOOD AND BLOOD FORMING ORGANS
triparanol	CIDs00006536	Phase 4	approved	CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1	
trichloroethylene	CIDs00006575	Phase 4	approved	ClC=C(Cl)Cl	N - NERVOUS SYSTEM
pantothenic acid	CIDs00006613	Phase 4	approved	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O	
wellcome	CIDs00006726	Phase 4	approved	CN1CCN(C(c2ccccc2)c2ccccc2)CC1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
buclizine	CIDs00006729	Phase 4	approved	CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
methylprednisolone	CIDs00006741	Phase 4	approved	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS | D - DERMATOLOGICALS | D - DERMATOLOGICALS | H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
pipamazine	CIDs00006761	Phase 4	approved	NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	
D-isomer	CIDs00006834	Phase 4	approved	CN(C)CCC(c1ccc(Br)cc1)c1ccccn1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
penicillin V	CIDs00006869	Phase 4	approved	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O	J - ANTIINFECTIVES FOR SYSTEMIC USE
isosorbide dinitrate	CIDs00006883	Phase 4	approved	O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]	C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM
xylitol	CIDs00006912	Phase 3	unapproved	OC[C@H](O)[C@@H](O)[C@H](O)CO	
thymol	CIDs00006989	Phase 4	approved	Cc1ccc(C(C)C)c(O)c1	
sparteine	CIDs00007014	Phase 4	approved	C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1	C - CARDIOVASCULAR SYSTEM
glucono-delta-lactone	CIDs00007027	Phase 4	approved	O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	
pseudoephedrine	CIDs00007028	Phase 4	approved	CN[C@@H](C)[C@@H](O)c1ccccc1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
linea	CIDs00007029	Phase 4	approved	CCN(CC)C(C)C(=O)c1ccccc1	A - ALIMENTARY TRACT AND METABOLISM
proflavine	CIDs00007099	Phase 4	approved	Nc1ccc2cc3ccc(N)cc3nc2c1	
benzoyl peroxide	CIDs00007187	Phase 4	approved	O=C(OOC(=O)c1ccccc1)c1ccccc1	D - DERMATOLOGICALS | D - DERMATOLOGICALS
pyroglutamate	CIDs00007405	Phase 2	unapproved	O=C1CC[C@@H](C(=O)O)N1	
trehalose	CIDs00007427	Phase 3	unapproved	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	
TEOA	CIDs00007618	Phase 4	approved	OCCN(CCO)CCO	D - DERMATOLOGICALS
borate	CIDs00007628	Phase 4	approved	OB(O)O	S - SENSORY ORGANS
monobenzone	CIDs00007638	Phase 4	approved	Oc1ccc(OCc2ccccc2)cc1	D - DERMATOLOGICALS
benzonatate	CIDs00007699	Phase 4	approved	CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1	R - RESPIRATORY SYSTEM
betazole	CIDs00007741	Phase 4	approved	NCCc1cc[nH]n1	V - VARIOUS
radio frequency	CIDs00007843	Phase 1	unapproved	CCCC	
DMAE	CIDs00007902	Phase 2	unapproved	CN(C)CCO	
pyrrole	CIDs00008027	Phase 3	unapproved	c1cc[nH]c1	
cyclohexane	CIDs00008078	Phase 1	unapproved	C1CCCCC1	
undecanoic acid	CIDs00008180	Phase 3	unapproved	CCCCCCCCCCC(=O)O	
ergotamine	CIDs00008223	Phase 4	approved	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21	N - NERVOUS SYSTEM | N - NERVOUS SYSTEM | N - NERVOUS SYSTEM
UTERINE	CIDs00008226	Phase 4	approved	CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	G - GENITO URINARY SYSTEM AND SEX HORMONES
phenformin	CIDs00008249	Phase 4	approved	N=C(N)NC(=N)NCCc1ccccc1	A - ALIMENTARY TRACT AND METABOLISM
mephobarbital	CIDs00008271	Phase 4	approved	CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	N - NERVOUS SYSTEM
talbutal	CIDs00008275	Phase 4	approved	C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O	N - NERVOUS SYSTEM
paramethadione	CIDs00008280	Phase 4	approved	CCC1(C)OC(=O)N(C)C1=O	N - NERVOUS SYSTEM
